location,year,run,fuel,transmission,owner,mileage,engine,power,seats,brand,model
Hyderabad,2013,93568,Diesel,Manual,1,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Kolkata,2014,54000,Petrol,Manual,1,20.51,998.0,b'58.16',5.0,Maruti,196
Bangalore,2016,40571,Diesel,Automatic,1,17.01,1582.0,b'58.16',5.0,Hyundai,56
Hyderabad,2015,59000,Diesel,Automatic,1,18.25,1968.0,b'58.16',5.0,Audi,12
Coimbatore,2017,17273,Diesel,Automatic,1,20.68,1995.0,b'58.16',5.0,BMW,198
Mumbai,2011,100077,Diesel,Automatic,2,11.4,2953.0,b'58.16',7.0,Ford,70
Kochi,2011,39934,Petrol,Automatic,1,19.2,1197.0,b'58.16',5.0,Hyundai,216
Bangalore,2016,46000,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Coimbatore,2016,30842,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Mumbai,2005,65000,Petrol,Automatic,2,11.7,1796.0,b'58.16',5.0,Mercedes-Benz,125
Bangalore,2016,70000,Diesel,Manual,1,11.1,2400.0,b'58.16',7.0,Volvo,203
Chennai,2011,150152,Diesel,Manual,2,11.5,2982.0,b'58.16',7.0,Toyota,83
Coimbatore,2009,67038,Petrol,Automatic,1,9.1,2349.0,b'58.16',5.0,Nissan,180
Bangalore,2011,43985,CNG,Manual,1,11.88,1086.0,b'58.16',5.0,Hyundai,166
Coimbatore,2014,58598,Diesel,Automatic,1,11.2,2993.0,b'58.16',4.0,BMW,201
Pune,2016,100000,Diesel,Manual,1,25.0,1396.0,b'58.16',5.0,Tata,101
Jaipur,2016,35000,Diesel,Automatic,1,14.16,1968.0,b'58.16',5.0,Audi,143
Pune,2008,84500,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Kolkata,2018,18006,Petrol,Manual,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Hyderabad,2013,99000,Diesel,Manual,1,28.4,1248.0,b'58.16',5.0,Maruti,176
Delhi,2014,51200,Petrol,Manual,1,15.1,1196.0,b'58.16',5.0,Maruti,67
Pune,2014,130000,Diesel,Automatic,1,11.0,2982.0,b'58.16',7.0,Toyota,110
Ahmedabad,2017,25000,Diesel,Automatic,1,16.38,1995.0,b'58.16',5.0,Hyundai,186
Kochi,2017,32352,Petrol,Manual,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Bangalore,2011,20000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Bangalore,2013,46000,Diesel,Automatic,2,16.55,1968.0,b'58.16',5.0,Audi,12
Mumbai,2018,12500,Petrol,Automatic,1,22.0,1197.0,b'58.16',5.0,Maruti,61
Delhi,2011,53138,Diesel,Manual,3,12.8,2494.0,b'58.16',8.0,Toyota,102
Pune,2013,170000,Diesel,Manual,2,23.4,1248.0,b'58.16',5.0,Maruti,176
Kolkata,2012,38583,Diesel,Manual,1,22.9,1248.0,b'58.16',5.0,Maruti,176
Hyderabad,2016,26000,Petrol,Automatic,1,22.5,998.0,b'58.16',5.0,Maruti,196
Coimbatore,2017,22865,Petrol,Manual,1,15.29,1591.0,b'58.16',5.0,Hyundai,56
Kolkata,2013,45000,Diesel,Manual,1,17.5,1896.0,b'58.16',5.0,Skoda,111
Kochi,2017,62889,Petrol,Manual,1,20.4,1197.0,b'58.16',5.0,Maruti,176
Pune,2013,153000,Petrol,Manual,1,16.8,796.0,b'58.16',5.0,Maruti,129
Ahmedabad,2016,67000,Diesel,Manual,1,28.4,1248.0,b'58.16',5.0,Maruti,176
Mumbai,2014,39000,Petrol,Automatic,1,15.5,1198.0,b'58.16',5.0,Honda,20
Chennai,2006,164000,Petrol,Manual,2,13.4,1794.0,b'58.16',5.0,Toyota,54
Coimbatore,2018,57178,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Delhi,2013,40000,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Mumbai,2007,40000,Petrol,Manual,1,18.0,995.0,b'58.16',5.0,Chevrolet,171
Mumbai,2007,89564,Diesel,Manual,3,18.1,1493.0,b'58.16',5.0,Hyundai,191
Delhi,2012,66727,Petrol,Manual,1,16.02,1373.0,b'58.16',7.0,Maruti,72
Mumbai,2013,75000,Diesel,Automatic,2,15.73,1968.0,b'58.16',5.0,Audi,142
Coimbatore,2017,31056,Diesel,Automatic,1,14.81,1998.0,b'58.16',5.0,Chevrolet,58
Pune,2011,61000,Petrol,Manual,1,15.04,1598.0,b'58.16',5.0,Volkswagen,188
Kochi,2016,34782,Petrol,Automatic,1,16.9,1197.0,b'58.16',5.0,Hyundai,209
Coimbatore,2012,31736,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Pune,2014,75000,Diesel,Manual,1,19.64,1461.0,b'58.16',5.0,Nissan,181
Mumbai,2014,15000,Diesel,Manual,1,16.55,2498.0,b'58.16',6.0,Mahindra,182
Coimbatore,2016,38503,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Coimbatore,2017,45353,Diesel,Manual,1,21.9,1498.0,b'58.16',7.0,Honda,27
Hyderabad,2015,30000,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Pune,2011,69470,Petrol,Manual,2,17.6,1496.0,b'58.16',5.0,Toyota,75
Chennai,2008,63288,Petrol,Automatic,1,9.1,2349.0,b'58.16',5.0,Nissan,180
Coimbatore,2017,25087,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Hyderabad,2015,134000,Diesel,Manual,1,12.8,2494.0,b'58.16',7.0,Toyota,102
Coimbatore,2015,54955,Diesel,Automatic,3,14.81,1998.0,b'58.16',5.0,Chevrolet,58
Mumbai,2017,28000,Diesel,Manual,1,22.0,1582.0,b'58.16',5.0,Hyundai,191
Ahmedabad,2015,45250,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Kochi,2012,89190,Diesel,Automatic,2,11.4,2993.0,b'58.16',7.0,Land,153
Coimbatore,2017,48184,Diesel,Manual,1,26.0,1498.0,b'58.16',5.0,Honda,47
Kolkata,2015,42125,Diesel,Manual,1,26.59,1248.0,b'58.16',5.0,Maruti,176
Coimbatore,2017,47052,Petrol,Automatic,1,19.15,1198.0,b'58.16',5.0,Nissan,119
Mumbai,2011,67000,Petrol,Manual,2,20.36,1197.0,b'58.16',5.0,Hyundai,216
Bangalore,2011,43189,Petrol,Manual,1,0.0,999.0,b'58.16',5.0,Hyundai,166
Pune,2015,174889,Diesel,Manual,1,26.59,1248.0,b'58.16',5.0,Maruti,176
Pune,2004,72135,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Delhi,2017,17660,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Pune,2009,120000,Petrol,Automatic,1,11.7,2354.0,b'58.16',5.0,Honda,18
Pune,2010,29629,Petrol,Manual,1,18.6,1199.0,b'58.16',5.0,Chevrolet,29
Coimbatore,2016,69564,Diesel,Manual,1,17.8,1248.0,b'58.16',5.0,Maruti,176
Kochi,2017,34848,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,89
Kolkata,2013,61000,Diesel,Manual,1,14.0,2498.0,b'58.16',8.0,Mahindra,211
Mumbai,2015,21000,Petrol,Manual,1,19.83,1198.0,b'58.16',7.0,Datsun,92
Kochi,2015,27912,Diesel,Automatic,1,16.36,2179.0,b'58.16',5.0,Jaguar,205
Kochi,2013,62909,Diesel,Manual,1,21.5,1248.0,b'58.16',5.0,Maruti,162
Kochi,2018,33140,Petrol,Manual,1,23.1,998.0,b'58.16',5.0,Maruti,45
Hyderabad,2014,75000,Diesel,Automatic,1,21.21,1498.0,b'58.16',5.0,Volkswagen,188
Kochi,2017,25571,Diesel,Manual,1,22.77,1498.0,b'58.16',5.0,Ford,65
Chennai,2002,120000,Petrol,Manual,4,0.0,999.0,b'58.16',5.0,Hyundai,166
Kolkata,2016,12020,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Mumbai,2014,36665,Petrol,Automatic,1,16.5,1198.0,b'58.16',5.0,Honda,34
Coimbatore,2018,41502,Diesel,Automatic,1,13.5,2477.0,b'58.16',7.0,Mitsubishi,133
Pune,2011,130000,Diesel,Automatic,1,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Bangalore,2017,51000,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Pune,2008,103000,Petrol,Manual,2,13.2,1495.0,b'58.16',5.0,Hyundai,17
Delhi,2012,70000,Diesel,Automatic,1,16.55,1968.0,b'58.16',5.0,Audi,12
Delhi,2010,56239,Petrol,Manual,2,17.0,1497.0,b'58.16',5.0,Honda,47
Ahmedabad,2016,40000,Diesel,Automatic,1,22.69,1995.0,b'58.16',5.0,BMW,3
Kochi,2018,19964,Petrol,Automatic,1,22.5,999.0,b'58.16',5.0,Renault,107
Coimbatore,2012,72246,Diesel,Manual,1,13.6,2523.0,b'58.16',7.0,Mahindra,31
Kolkata,2018,15000,Diesel,Manual,1,20.5,1582.0,b'58.16',5.0,Hyundai,56
Bangalore,2016,14000,Petrol,Manual,4,23.9,624.0,b'58.16',4.0,Tata,124
Pune,2016,22764,Petrol,Manual,1,16.2,1199.0,b'58.16',5.0,Volkswagen,138
Pune,2012,65000,Diesel,Automatic,1,18.33,1968.0,b'58.16',5.0,Volkswagen,135
Kolkata,2016,45000,Diesel,Manual,1,12.08,2999.0,b'58.16',7.0,Isuzu,116
Coimbatore,2017,32090,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Pune,2014,83000,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Delhi,2011,70000,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Chennai,2013,68000,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Jaipur,2012,105000,Petrol,Manual,1,16.95,1498.0,b'58.16',5.0,Nissan,174
Hyderabad,2006,88000,Petrol,Manual,1,13.0,1795.0,b'58.16',5.0,Hyundai,68
Mumbai,2007,93000,Petrol,Automatic,2,11.1,2354.0,b'58.16',5.0,Honda,18
Delhi,2014,107000,Diesel,Manual,1,26.0,1498.0,b'58.16',5.0,Honda,47
Pune,2011,141844,Diesel,Manual,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Coimbatore,2015,32469,Petrol,Automatic,1,19.34,1198.0,b'58.16',5.0,Nissan,119
Kochi,2015,56318,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Coimbatore,2017,26002,Diesel,Automatic,1,20.7,1496.0,b'58.16',4.0,Mini,53
Pune,2014,83000,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Pune,2010,80000,Petrol,Manual,2,18.6,1199.0,b'58.16',5.0,Chevrolet,29
Chennai,2016,56474,Petrol,Manual,2,21.4,1197.0,b'58.16',5.0,Maruti,28
Mumbai,2012,26000,Petrol,Automatic,2,14.8,1595.0,b'58.16',5.0,Mercedes-Benz,25
Mumbai,2009,49000,Petrol,Automatic,2,9.74,1984.0,b'58.16',5.0,Audi,143
Kochi,2010,64132,Diesel,Automatic,2,17.0,1896.0,b'58.16',5.0,Skoda,111
Hyderabad,2016,41810,Diesel,Manual,1,19.67,1582.0,b'58.16',5.0,Hyundai,56
Mumbai,2013,60000,Diesel,Automatic,1,16.46,2993.0,b'58.16',5.0,BMW,7
Coimbatore,2016,22177,Diesel,Automatic,1,0.0,2987.0,b'58.16',5.0,Mercedes-Benz,115
Chennai,2014,100000,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Pune,2012,75000,Diesel,Automatic,1,20.0,1968.0,b'58.16',5.0,Skoda,111
Mumbai,2011,68000,Diesel,Manual,1,21.9,1396.0,b'58.16',5.0,Hyundai,217
Kochi,2016,43518,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Pune,2012,39100,Petrol,Automatic,1,16.98,998.0,b'58.16',5.0,Maruti,10
Delhi,2011,58000,Petrol,Manual,1,17.01,1591.0,b'58.16',5.0,Hyundai,191
Mumbai,2010,52000,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Jaipur,2014,80000,Diesel,Automatic,1,13.2,1995.0,b'58.16',5.0,BMW,3
Jaipur,2006,96000,Petrol,Manual,2,18.2,998.0,b'58.16',5.0,Maruti,214
Delhi,2010,63000,Petrol,Automatic,1,13.7,1798.0,b'58.16',5.0,Skoda,175
Hyderabad,2014,50000,Diesel,Automatic,1,15.73,1968.0,b'58.16',5.0,Audi,142
Hyderabad,2014,15322,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Jaipur,2012,47000,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Chennai,2011,76041,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Kolkata,2009,46000,Petrol,Manual,1,13.2,1495.0,b'58.16',5.0,Hyundai,17
Jaipur,2013,160000,Diesel,Manual,2,15.96,2523.0,b'58.16',7.0,Mahindra,31
Bangalore,2015,17000,Diesel,Manual,2,27.62,793.0,b'58.16',5.0,Maruti,45
Hyderabad,2014,56000,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Mumbai,2005,35000,Petrol,Manual,1,15.3,1341.0,b'58.16',5.0,Hyundai,94
Coimbatore,2015,54278,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Kolkata,2015,39000,Diesel,Manual,1,25.4,1186.0,b'58.16',5.0,Hyundai,209
Bangalore,2013,40000,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Kolkata,2013,41000,Petrol,Automatic,1,15.63,1499.0,b'58.16',5.0,Ford,65
Kolkata,2011,30342,Petrol,Automatic,1,15.56,1998.0,b'58.16',5.0,BMW,5
Mumbai,2008,88000,Petrol,Manual,2,17.7,1497.0,b'58.16',5.0,Honda,47
Chennai,2018,9000,Petrol,Manual,1,21.5,1197.0,b'58.16',5.0,Maruti,196
Delhi,2010,70000,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Kolkata,2011,46279,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Pune,2016,105000,Diesel,Manual,2,23.2,1248.0,b'58.16',5.0,Maruti,152
Chennai,2011,130000,Diesel,Manual,1,16.52,1991.0,b'58.16',5.0,Chevrolet,131
Jaipur,2017,30000,Petrol,Manual,1,25.17,799.0,b'58.16',5.0,Renault,107
Kolkata,2013,54000,Diesel,Manual,1,19.33,1968.0,b'58.16',5.0,Volkswagen,105
Jaipur,2010,65000,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Hyderabad,2010,70000,Petrol,Manual,1,17.5,1298.0,b'58.16',5.0,Maruti,176
Pune,2015,46000,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Pune,2007,113000,Petrol,Manual,1,18.0,995.0,b'58.16',5.0,Chevrolet,171
Jaipur,2016,67310,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Pune,2019,1015,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,103
Jaipur,2011,83035,Petrol,Manual,2,17.0,1497.0,b'58.16',5.0,Honda,47
Kolkata,2015,36983,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Pune,2010,76000,Diesel,Manual,3,18.3,1991.0,b'58.16',5.0,Chevrolet,58
Coimbatore,2019,14148,Petrol,Automatic,1,14.3,1598.0,b'58.16',5.0,Skoda,149
Kolkata,2011,71428,Diesel,Manual,1,21.1,1248.0,b'58.16',5.0,Maruti,152
Mumbai,2015,10500,Petrol,Manual,2,18.5,1197.0,b'58.16',5.0,Maruti,152
Kochi,2010,58997,Petrol,Automatic,1,16.8,1497.0,b'58.16',5.0,Honda,47
Delhi,2015,39842,Petrol,Manual,1,23.1,998.0,b'58.16',5.0,Maruti,45
Kochi,2015,47490,CNG,Manual,1,32.26,998.0,b'58.16',4.0,Maruti,19
Jaipur,2009,45000,Petrol,Manual,1,15.8,1172.0,b'58.16',5.0,Tata,100
Hyderabad,2011,80000,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2015,55409,Diesel,Manual,1,20.5,1598.0,b'58.16',5.0,Skoda,149
Mumbai,2009,77000,Petrol,Automatic,1,12.6,1586.0,b'58.16',5.0,Maruti,162
Coimbatore,2016,59491,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Hyderabad,2007,51000,Diesel,Manual,1,10.5,2179.0,b'58.16',7.0,Mahindra,168
Coimbatore,2017,18725,Petrol,Manual,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Bangalore,2009,92000,Petrol,Automatic,1,11.5,2497.0,b'58.16',5.0,BMW,199
Coimbatore,2013,61450,Diesel,Manual,1,21.1,1248.0,b'58.16',5.0,Maruti,152
Coimbatore,2016,18592,Petrol,Manual,1,20.3,998.0,b'58.16',5.0,Hyundai,64
Bangalore,2013,65137,Diesel,Manual,2,18.2,1248.0,b'58.16',7.0,Chevrolet,71
Pune,2011,83000,Diesel,Manual,2,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Delhi,2013,37000,Diesel,Automatic,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Coimbatore,2017,14052,Petrol,Automatic,1,16.0,1497.0,b'58.16',7.0,Honda,27
Coimbatore,2011,45086,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Bangalore,2016,25400,Petrol,Manual,2,20.51,998.0,b'58.16',5.0,Maruti,196
Hyderabad,2008,194500,Diesel,Manual,1,12.8,2494.0,b'58.16',8.0,Toyota,102
Pune,2014,89000,Diesel,Manual,1,12.8,2494.0,b'58.16',8.0,Toyota,102
Kolkata,2012,50000,Diesel,Manual,1,23.5,1396.0,b'58.16',5.0,Hyundai,191
Pune,2012,76551,Petrol,Automatic,1,15.0,1396.0,b'58.16',5.0,Hyundai,217
Mumbai,2017,9700,Petrol,Manual,1,16.2,1199.0,b'58.16',5.0,Volkswagen,138
Mumbai,2013,58000,Petrol,Manual,1,17.01,1591.0,b'58.16',5.0,Hyundai,191
Kolkata,2013,46000,Petrol,Manual,2,18.5,1197.0,b'58.16',5.0,Hyundai,217
Bangalore,2014,72017,Diesel,Manual,1,22.7,1582.0,b'58.16',5.0,Hyundai,68
Kolkata,2015,54407,Diesel,Manual,1,22.77,1498.0,b'58.16',5.0,Ford,65
Hyderabad,2012,147000,Diesel,Manual,1,12.99,2494.0,b'58.16',8.0,Toyota,102
Jaipur,2015,61000,Diesel,Automatic,1,15.73,1968.0,b'58.16',5.0,Audi,142
Mumbai,2016,18856,Petrol,Automatic,1,14.3,1598.0,b'58.16',5.0,Skoda,149
Hyderabad,2011,76000,Diesel,Automatic,1,11.2,2993.0,b'58.16',4.0,BMW,201
Delhi,2017,17700,Diesel,Manual,1,25.32,1198.0,b'58.16',5.0,Mahindra,106
Kochi,2014,82267,Diesel,Manual,1,23.08,1461.0,b'58.16',5.0,Nissan,119
Kochi,2018,27041,Petrol,Automatic,1,18.0,1497.0,b'58.16',5.0,Honda,47
Bangalore,2014,63000,Petrol,Manual,2,24.07,998.0,b'58.16',5.0,Maruti,19
Hyderabad,2008,61000,Petrol,Manual,1,18.9,1061.0,b'58.16',5.0,Maruti,196
Kochi,2018,28466,Diesel,Manual,1,18.49,1493.0,b'58.16',7.0,Mahindra,178
Kolkata,2002,80000,Petrol,Manual,1,0.0,1086.0,b'58.16',5.0,Hyundai,166
Delhi,2013,35373,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Jaipur,2014,51000,Diesel,Manual,1,11.57,2179.0,b'58.16',7.0,Tata,125
Mumbai,2013,49000,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Kolkata,2015,41000,Diesel,Manual,1,22.71,1461.0,b'58.16',5.0,Nissan,174
Bangalore,2011,82831,Diesel,Manual,2,12.8,2494.0,b'58.16',7.0,Toyota,102
Mumbai,2010,52000,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2015,39736,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Mumbai,2014,26500,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Mumbai,2010,40000,Petrol,Manual,1,22.0,1197.0,b'58.16',5.0,Maruti,61
Coimbatore,2019,5752,Diesel,Manual,1,16.3,1956.0,b'58.16',5.0,Jeep,51
Chennai,2015,54000,Diesel,Manual,2,19.64,1461.0,b'58.16',5.0,Nissan,181
Kolkata,2014,54841,Petrol,Manual,1,22.5,998.0,b'58.16',5.0,Maruti,196
Hyderabad,2014,34000,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Ahmedabad,2012,16000,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Pune,2009,134000,Diesel,Manual,1,17.8,1399.0,b'58.16',5.0,Ford,79
Mumbai,2017,24000,Diesel,Automatic,1,18.19,1968.0,b'58.16',5.0,Skoda,175
Bangalore,2013,60000,Diesel,Manual,1,14.0,2498.0,b'58.16',8.0,Mahindra,211
Kochi,2015,58469,Petrol,Manual,1,20.3,998.0,b'58.16',5.0,Hyundai,64
Pune,2011,110000,Diesel,Manual,2,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Kochi,2018,21127,Petrol,Automatic,1,14.62,1999.0,b'58.16',5.0,Hyundai,68
Pune,2013,56000,Petrol,Manual,1,12.4,1998.0,b'58.16',8.0,Toyota,102
Mumbai,2014,101000,Diesel,Manual,1,14.02,2179.0,b'58.16',8.0,Mahindra,211
Hyderabad,2018,13664,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Mumbai,2014,65371,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Delhi,2014,70428,Petrol,Manual,1,17.0,1591.0,b'58.16',5.0,Hyundai,191
Bangalore,2012,69010,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Kolkata,2017,68000,Petrol,Manual,1,24.7,796.0,b'58.16',5.0,Maruti,19
Kolkata,2012,45000,Diesel,Manual,1,21.64,1461.0,b'58.16',5.0,Nissan,174
Ahmedabad,2017,55945,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Hyderabad,2013,70000,Diesel,Manual,1,22.1,1248.0,b'58.16',5.0,Chevrolet,164
Mumbai,2014,12000,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Coimbatore,2019,10660,Petrol,Automatic,1,14.28,1798.0,b'58.16',5.0,Toyota,54
Delhi,2012,52052,Petrol,Manual,1,16.78,1496.0,b'58.16',5.0,Toyota,75
Chennai,2012,62940,Diesel,Automatic,2,14.84,2143.0,b'58.16',5.0,Mercedes-Benz,125
Kolkata,2012,102000,Petrol,Manual,1,17.92,1086.0,b'58.16',5.0,Hyundai,166
Chennai,2012,60000,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Pune,2013,66000,Petrol,Automatic,1,17.97,1498.0,b'58.16',5.0,Nissan,174
Hyderabad,2012,41000,Petrol,Manual,1,18.5,1198.0,b'58.16',5.0,Honda,34
Chennai,2005,135000,Petrol,Automatic,3,10.1,2354.0,b'58.16',5.0,Honda,38
Pune,2012,72000,Petrol,Automatic,1,16.8,1497.0,b'58.16',5.0,Honda,47
Delhi,2014,55000,Diesel,Automatic,1,11.78,2143.0,b'58.16',5.0,Mercedes-Benz,125
Coimbatore,2016,37354,Petrol,Manual,1,18.88,999.0,b'58.16',5.0,Ford,66
Delhi,2016,21000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,90
Bangalore,2015,66508,Diesel,Automatic,1,18.12,1995.0,b'58.16',5.0,BMW,5
Hyderabad,2013,88000,Diesel,Automatic,1,11.3,2987.0,b'58.16',7.0,Mercedes-Benz,87
Bangalore,2012,52000,Diesel,Manual,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Coimbatore,2017,41372,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,36
Jaipur,2017,50000,Diesel,Automatic,2,21.72,1498.0,b'58.16',5.0,Skoda,149
Kolkata,2012,72000,Diesel,Manual,1,17.8,1248.0,b'58.16',5.0,Maruti,176
Kolkata,2013,51637,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Mumbai,2009,48233,Petrol,Manual,1,14.53,1798.0,b'58.16',5.0,Toyota,54
Chennai,2016,58000,Petrol,Manual,2,18.9,1197.0,b'58.16',5.0,Hyundai,95
Chennai,2015,44550,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,103
Ahmedabad,2013,60001,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Delhi,2014,150000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Delhi,2015,33000,Diesel,Automatic,1,11.5,2987.0,b'58.16',5.0,Mercedes-Benz,63
Jaipur,2015,62766,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,138
Delhi,2010,73575,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Pune,2015,63000,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Jaipur,2017,27270,Diesel,Automatic,1,11.36,2755.0,b'58.16',7.0,Toyota,102
Bangalore,2016,41737,Diesel,Automatic,1,19.27,2143.0,b'58.16',5.0,Mercedes-Benz,125
Coimbatore,2018,28358,Diesel,Automatic,1,19.27,2143.0,b'58.16',5.0,Mercedes-Benz,125
Pune,2012,75500,Diesel,Manual,2,21.1,1248.0,b'58.16',5.0,Maruti,152
Mumbai,2016,9900,Petrol,Manual,1,18.7,1199.0,b'58.16',5.0,Honda,103
Mumbai,2014,17000,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Bangalore,2015,68178,Diesel,Manual,1,21.38,1396.0,b'58.16',5.0,Hyundai,56
Hyderabad,2009,52008,Petrol,Manual,1,15.3,1341.0,b'58.16',5.0,Hyundai,94
Kolkata,2013,76000,Diesel,Manual,1,25.44,936.0,b'58.16',5.0,Chevrolet,29
Kochi,2015,48222,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Delhi,2016,100000,Petrol,Manual,1,19.1,1197.0,b'58.16',5.0,Hyundai,209
Delhi,2010,68000,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Coimbatore,2015,76115,Diesel,Automatic,1,13.5,2477.0,b'58.16',7.0,Mitsubishi,133
Hyderabad,2013,142000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Hyderabad,2011,70000,Diesel,Automatic,1,13.2,2400.0,b'58.16',5.0,Volvo,157
Coimbatore,2016,34224,Diesel,Manual,1,19.67,1582.0,b'58.16',5.0,Hyundai,56
Ahmedabad,2012,50000,Diesel,Automatic,2,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Mumbai,2015,30000,Diesel,Manual,1,24.2,1498.0,b'58.16',7.0,Honda,120
Bangalore,2018,22000,Diesel,Manual,1,20.37,1461.0,b'58.16',5.0,Renault,41
Kolkata,2017,4000,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Delhi,2014,22230,Diesel,Manual,1,11.1,2400.0,b'58.16',7.0,Volvo,203
Bangalore,2011,46000,Petrol,Automatic,1,16.98,998.0,b'58.16',5.0,Maruti,10
